reindex,Index,CITATION,SAMPLE NAME,TECTONIC SETTING,LOCATION,LOCATION COMMENT,LATITUDE (MIN.),LATITUDE (MAX.),LONGITUDE (MIN.),LONGITUDE (MAX.),LAND/SEA (SAMPLING),ELEVATION (MIN.),ELEVATION (MAX.),ROCK NAME,ROCK TEXTURE,DRILLING DEPTH (MIN.),DRILLING DEPTH (MAX.),ALTERATION,LITHOLOGY CODE,SPOT,CRYSTAL,RIM/CORE (MINERAL GRAINS),GRAIN SIZE,PRIMARY/SECONDARY,V(PPM),MN(PPM),AS(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM),U(PPB),ND143_ND144,Eu/Eu* 
7638,31400,[28685] HAO LE-RAN (2024),samp. 19H07-3,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE,XIAGUAN,33.3803,33.3803,111.7883,111.7883,subaerial,,,MONZOGRANITE,,,,,missing,19H07-3-01,,,,primary,,,,0.25,340.06,1166.52,,,,564.12,1900.54,323.12,1840.35,674.88,2.01,724.21,91.79,368.3,41.66,57.45,3.99,13.79,1.07,3.63,,0.14,1.58,,0.512522,0.002285472
7639,31401,[28685] HAO LE-RAN (2024),samp. 19H07-3,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE,XIAGUAN,33.3803,33.3803,111.7883,111.7883,subaerial,,,MONZOGRANITE,,,,,missing,19H07-3-02,,,,primary,0.06,,,0.58,370.28,1236.13,,,,193.39,777.13,148.13,926.29,404.18,2.29,522.15,72.37,323.51,42.91,71.42,5.91,26.28,2.36,4.66,,0.17,1.08,,0.512612,0.004666706
7640,31402,[28685] HAO LE-RAN (2024),samp. 19H07-3,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE,XIAGUAN,33.3803,33.3803,111.7883,111.7883,subaerial,,,MONZOGRANITE,,,,,missing,19H07-3-03,,,,primary,0.05,,,0.51,324.19,2006.64,,,,546.83,1871.8,316.93,1772.45,688.93,3.54,832.7,114.99,518.93,70.58,124.51,11.34,50.82,4.72,6.05,,3.5,17.62,,0.512464,0.003464853
7641,31403,[28685] HAO LE-RAN (2024),samp. 19H07-3,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE,XIAGUAN,33.3803,33.3803,111.7883,111.7883,subaerial,,,MONZOGRANITE,,,,,missing,19H07-3-04,,,,primary,,,,0.27,328.83,1520.55,,,,455.65,1763.42,321.52,1893.46,702.65,3.15,806.1,110.33,463.73,51.97,72.17,5.47,26.22,2.06,5.22,,0.83,2.61,,0.512601,0.003153623
7642,31404,[28685] HAO LE-RAN (2024),samp. 19H07-3,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE,XIAGUAN,33.3803,33.3803,111.7883,111.7883,subaerial,,,MONZOGRANITE,,,,,missing,19H07-3-05,,,,primary,0.05,,,0.87,319.38,1661.55,,,,684.07,2230.5,352.51,1769.19,636.45,2.55,694.32,105.97,466.36,55.95,85.63,7.45,33.82,3.06,5.82,,3.29,3.38,,0.512521,0.003114268
7643,31405,[28685] HAO LE-RAN (2024),samp. 19H07-3,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE,XIAGUAN,33.3803,33.3803,111.7883,111.7883,subaerial,,,MONZOGRANITE,,,,,missing,19H07-3-06,,,,primary,0.02,,,0.31,303.95,1027.49,,,,454.47,1302.09,184.19,869.28,274.81,3.03,285.82,42.72,212.22,32.97,71.21,8.81,57.77,5.95,6.99,,0.34,1.98,,0.512399,0.013680167
7644,31406,[28685] HAO LE-RAN (2024),samp. 19H07-3,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE,XIAGUAN,33.3803,33.3803,111.7883,111.7883,subaerial,,,MONZOGRANITE,,,,,missing,19H07-3-07,,,,primary,0.05,,,0.67,290.28,1390.71,,,,514.01,1650.91,259.52,1357.83,548.37,2.28,704.58,103.01,412.89,44.97,62.27,4.69,22.42,1.65,6.34,,0.67,1.28,,,0.002956142
7645,31407,[28685] HAO LE-RAN (2024),samp. 19H07-3,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE,XIAGUAN,33.3803,33.3803,111.7883,111.7883,subaerial,,,MONZOGRANITE,,,,,missing,19H07-3-08,,,,primary,0.03,,,0.31,345.45,1072.45,,,,732.53,2521.83,421.19,2293.53,800.55,2.28,790.38,97.57,357.22,39.57,56.1,4.57,15.69,1.34,3.6,,0.3,1.01,,,0.002181033
7646,31408,[28685] HAO LE-RAN (2024),samp. 19H08-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE,WUDUOSHAN,33.2403,33.2403,112.3028,112.3028,subaerial,,,MONZOGRANITE,,,,,missing,19H08-1-01,,,,primary,2.41,,,0.23,285,1915,,,,87,281.2,60.9,417,209,18.6,322.6,54.6,338.6,68.3,179,22.9,135.2,17.7,3.86,,3.43,6.02,,0.512814,0.085316513
7647,31409,[28685] HAO LE-RAN (2024),samp. 19H08-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE,WUDUOSHAN,33.2403,33.2403,112.3028,112.3028,subaerial,,,MONZOGRANITE,,,,,missing,19H08-1-02,,,,primary,3.33,,,0.18,287,2043,,,,21.5,88.8,22.2,204,163,23.2,301.8,55.1,349.8,71.6,188.6,24.8,145.5,18.9,3.82,,6.34,14.1,,0.512784,0.128804965
7648,31410,[28685] HAO LE-RAN (2024),samp. 19H08-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE,WUDUOSHAN,33.2403,33.2403,112.3028,112.3028,subaerial,,,MONZOGRANITE,,,,,missing,19H08-1-03,,,,primary,2.85,,,0.13,350,1581,,,,186.3,629.2,111.9,694,280,22.1,346.2,54.5,311.5,58.3,143.1,18.4,100.3,12.7,3.85,,2.25,5.23,,0.512629,0.081610089
7649,31411,[28685] HAO LE-RAN (2024),samp. 19H08-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE,WUDUOSHAN,33.2403,33.2403,112.3028,112.3028,subaerial,,,MONZOGRANITE,,,,,missing,19H08-1-04,,,,primary,3,,,0.09,304,1453,,,,23.1,74.8,13.9,94,65,20.6,144.1,31.9,224.4,50.2,137.5,18.5,110.4,14.5,3.66,,1.09,5.47,,0.51292,0.37931867
7650,31412,[28685] HAO LE-RAN (2024),samp. 19H08-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE,WUDUOSHAN,33.2403,33.2403,112.3028,112.3028,subaerial,,,MONZOGRANITE,,,,,missing,19H08-1-05,,,,primary,2.94,,,0.11,299,2285,,,,68.8,230.4,44.2,295,159,32.2,275.2,52.9,360.1,79.2,219.1,30.7,185.3,24.7,3.37,,3.24,8.87,,0.512759,0.198502754
7651,31423,[28685] HAO LE-RAN (2024),samp. 19H09-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE,SIKESHU,33.3119,33.3119,112.1817,112.1817,subaerial,,,GRANODIORITE,,,,,missing,19H09-1-01,,,,primary,0.37,,,0.08,349,1385,,,,155.2,487.5,78.5,423,169,7.7,219.3,41.5,260,48.8,120.5,15.1,84.6,9.5,3.59,,1.4,14.8,,0.512606,0.057778518
7652,31424,[28685] HAO LE-RAN (2024),samp. 19H09-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE,SIKESHU,33.3119,33.3119,112.1817,112.1817,subaerial,,,GRANODIORITE,,,,,missing,19H09-1-02,,,,primary,0.29,,,0.17,345,1385,,,,141.9,453.2,72.7,401,154,7.5,197.9,37.5,242.3,47.2,123.2,16,89.2,10.2,3.34,,0.8,14.9,,0.512482,0.065330016
7653,31426,[28685] HAO LE-RAN (2024),samp. 19H09-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE,SIKESHU,33.3119,33.3119,112.1817,112.1817,subaerial,,,GRANODIORITE,,,,,missing,19H09-1-04,,,,primary,1.04,,,0.32,325,997,,,,105.8,333.4,55.5,304,124,5.9,162,29.7,187.2,35,85.8,10.3,56.1,5.9,2.81,,0.7,4.9,,0.512572,0.069965479
7654,31427,[28685] HAO LE-RAN (2024),samp. 19H09-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE,SIKESHU,33.3119,33.3119,112.1817,112.1817,subaerial,,,GRANODIORITE,,,,,missing,19H09-1-05,,,,primary,0.44,,,0.09,354,1606,,,,169.2,528.3,85.6,454,186,7.8,242.5,46.5,294.6,55.2,137.7,18,101.7,11.6,3.5,,0.7,15.6,,0.512514,0.050452657
7655,31438,[28685] HAO LE-RAN (2024),samp. 18H06-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / ERLANGPING UNIT,BAITUGANG PLUTON,33.5,33.5,112.3,112.3,subaerial,,,DIORITE QUARTZ,,,,,missing,18H6-1-01,,,,primary,14.5,,,0.087,954,264,,,,248,695,100,461,88.6,26.2,72.5,8.39,43.1,8.9,24.9,3.38,22.7,4.05,4.03,,28.8,18.2,,0.512478,0.821304271
7656,31439,[28685] HAO LE-RAN (2024),samp. 18H06-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / ERLANGPING UNIT,BAITUGANG PLUTON,33.5,33.5,112.3,112.3,subaerial,,,DIORITE QUARTZ,,,,,missing,18H6-1-02,,,,primary,7.94,,,0.1,707,694,,,,162,587,114,697,181,22.7,176,23.5,129,25.1,69.6,8.75,51.9,7.65,2.91,,14.2,10.3,,0.512633,0.205083896
7657,31440,[28685] HAO LE-RAN (2024),samp. 18H06-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / ERLANGPING UNIT,BAITUGANG PLUTON,33.5,33.5,112.3,112.3,subaerial,,,DIORITE QUARTZ,,,,,missing,18H6-1-03,,,,primary,21.3,,,0.029,922,589,,,,311,1003,181,1003,219,29.1,169,20.6,108,20.4,53.4,7.25,43.3,6.71,5.03,,59.3,25.9,,0.512538,0.248909736
7658,31441,[28685] HAO LE-RAN (2024),samp. 18H06-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / ERLANGPING UNIT,BAITUGANG PLUTON,33.5,33.5,112.3,112.3,subaerial,,,DIORITE QUARTZ,,,,,missing,18H6-1-04,,,,primary,21,,,0.064,944,383,,,,273,782,122,614,132,26.3,107,13.1,69,13.4,36.6,4.77,31.1,5.15,4.1,,44.9,24.1,,0.512512,0.457659691
7659,31442,[28685] HAO LE-RAN (2024),samp. 18H06-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / ERLANGPING UNIT,BAITUGANG PLUTON,33.5,33.5,112.3,112.3,subaerial,,,DIORITE QUARTZ,,,,,missing,18H6-1-05,,,,primary,7.91,,,0.12,768,586,,,,86.7,355,73.7,474,139,17.4,141,19.6,109,21.4,58.3,7.1,42.2,6.78,3.06,,9.34,19.1,,0.512466,0.223913559
7660,31448,[28685] HAO LE-RAN (2024),samp. 22H06,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / ERLANGPING UNIT,ZHONGGANGMIAO PLUTON,33.2,33.2,112.5,112.5,subaerial,,,DIORITE QUARTZ,,,,,missing,22H06-1-01,,,,primary,10.35,,,,738.72,233.09,,,,80.64,302.28,52.08,292.44,71.26,19.13,65.57,8.01,40.69,8.12,21.35,2.98,18.95,3.16,6.07,,49.56,82.91,,0.512328,0.739340565
7661,31449,[28685] HAO LE-RAN (2024),samp. 22H06,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / ERLANGPING UNIT,ZHONGGANGMIAO PLUTON,33.2,33.2,112.5,112.5,subaerial,,,DIORITE QUARTZ,,,,,missing,22H06-1-02,,,,primary,27.94,,,0.04,748.51,284.3,,,,130.53,438.87,72.02,399.47,89.98,24.84,82.61,9.38,47.95,9.81,25.5,3.48,22.29,3.84,9.2,,121.95,139.01,,0.512362,0.678115439
7662,31450,[28685] HAO LE-RAN (2024),samp. 22H06,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / ERLANGPING UNIT,ZHONGGANGMIAO PLUTON,33.2,33.2,112.5,112.5,subaerial,,,DIORITE QUARTZ,,,,,missing,22H06-1-03,,,,primary,20.22,,,,739.68,364.52,,,,129.66,499.78,86.68,494.72,118.44,29.26,106.26,12.81,64.67,12.85,34.09,4.5,29.5,5.28,10.96,,200.1,140.63,,0.51237,0.541268768
7663,31451,[28685] HAO LE-RAN (2024),samp. 22H06,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / ERLANGPING UNIT,ZHONGGANGMIAO PLUTON,33.2,33.2,112.5,112.5,subaerial,,,DIORITE QUARTZ,,,,,missing,22H06-1-04,,,,primary,20.91,,,,732.99,487.93,,,,153.43,596,108.05,630.86,155.76,36.36,146.72,16.87,88.64,17.37,45.02,5.93,38.02,6.24,13.68,,274.33,157.34,,0.51243,0.42478018
7664,31452,[28685] HAO LE-RAN (2024),samp. 22H06,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / ERLANGPING UNIT,ZHONGGANGMIAO PLUTON,33.2,33.2,112.5,112.5,subaerial,,,DIORITE QUARTZ,,,,,missing,22H06-1-05,,,,primary,16.78,,,0.15,753.43,344.17,,,,118.28,425.07,76.35,435.43,106.7,27.04,95.16,11.64,60.24,11.81,31.64,4.09,27.96,4.58,9.29,,143.54,116.91,,0.51237,0.588474572
7665,31453,[28685] HAO LE-RAN (2024),samp. 22H06,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / ERLANGPING UNIT,ZHONGGANGMIAO PLUTON,33.2,33.2,112.5,112.5,subaerial,,,DIORITE QUARTZ,,,,,missing,22H06-1-06,,,,primary,22.29,,,,747.52,269.25,,,,224.42,831.72,126.6,633.49,113.68,19.36,87.24,10.05,52.75,9.99,24.79,3.18,20.52,3.16,10.82,,179.71,115.6,,0.512295,0.445251428
7666,31454,[28685] HAO LE-RAN (2024),samp. 22H06,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / ERLANGPING UNIT,ZHONGGANGMIAO PLUTON,33.2,33.2,112.5,112.5,subaerial,,,DIORITE QUARTZ,,,,,missing,22H06-1-07,,,,primary,16.74,,,,741.99,455,,,,229.08,835.4,135.97,729.26,152.7,42.11,125.69,15.02,81.14,15.19,40.34,5.4,38.16,6.38,12.06,,238.16,174.36,,,0.579992869
7667,31455,[28685] HAO LE-RAN (2024),samp. 22H06,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / ERLANGPING UNIT,ZHONGGANGMIAO PLUTON,33.2,33.2,112.5,112.5,subaerial,,,DIORITE QUARTZ,,,,,missing,22H06-1-08,,,,primary,17.22,,,,742.65,385.85,,,,128.5,495.26,84.47,493.34,118.17,32.81,113.5,13.18,68.11,13.39,34.8,4.82,30.58,5.26,10.06,,153.26,152.53,,,0.568871804
7668,31456,[28685] HAO LE-RAN (2024),samp. 22H06,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / ERLANGPING UNIT,ZHONGGANGMIAO PLUTON,33.2,33.2,112.5,112.5,subaerial,,,DIORITE QUARTZ,,,,,missing,22H06-1-09,,,,primary,13.66,,,0.06,752.2,602.19,,,,370.13,1256.88,190.58,997.55,206.56,48.11,173.13,20.17,105.94,20.63,53.49,7.37,48.33,8.01,13.63,,275.32,167.08,,,0.413616231
7669,31457,[28685] HAO LE-RAN (2024),samp. 22H06,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / ERLANGPING UNIT,ZHONGGANGMIAO PLUTON,33.2,33.2,112.5,112.5,subaerial,,,DIORITE QUARTZ,,,,,missing,22H06-1-10,,,,primary,15.48,,,,705.72,138.1,,,,26.65,111.51,20.5,125.91,34.31,9.54,35.75,4.47,23.12,4.85,13.04,1.76,11.54,2.3,4,,8.41,21.86,,,0.974584785
7670,31458,[28685] HAO LE-RAN (2024),samp. 14H36-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / KUANPING UNIT,NANZHAO PLUTON,33.5,33.5,112.3,112.4,subaerial,,,DIORITE QUARTZ,,,,,missing,14H36-01,,,,primary,23.19,,,0.14,741.45,465.15,,,,433.58,1323.4,197.85,977.65,202.31,40.78,151.32,17.59,89.18,16.62,40.42,5.62,36.88,5.2,5.82,,80.87,16.26,,0.512344,0.405321715
7671,31459,[28685] HAO LE-RAN (2024),samp. 14H36-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / KUANPING UNIT,NANZHAO PLUTON,33.5,33.5,112.3,112.4,subaerial,,,DIORITE QUARTZ,,,,,missing,14H36-02,,,,primary,27.42,,,,861.07,359.23,,,,859.28,2208.57,249.5,1064.87,173.82,32.82,118.86,13.6,67.21,12.6,30.6,4.02,27.56,3.94,5.61,,64.64,10.84,,0.512216,0.448033652
7672,31460,[28685] HAO LE-RAN (2024),samp. 14H36-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / KUANPING UNIT,NANZHAO PLUTON,33.5,33.5,112.3,112.4,subaerial,,,DIORITE QUARTZ,,,,,missing,14H36-03,,,,primary,25.67,,,,790.31,238.57,,,,1120.7,2701.01,274.13,1096.62,151.95,24.4,97.23,10.23,47.92,8.46,20.77,2.66,16.24,2.47,4.77,,54.21,10.09,,0.512175,0.435508711
7673,31461,[28685] HAO LE-RAN (2024),samp. 14H36-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / KUANPING UNIT,NANZHAO PLUTON,33.5,33.5,112.3,112.4,subaerial,,,DIORITE QUARTZ,,,,,missing,14H36-04,,,,primary,22.76,,,,731.7,482.14,,,,317.06,900.09,137.34,732.25,172.7,31.65,143.39,17.16,89.02,17.16,43.05,5.71,36.22,5.44,5.53,,71.11,20.11,,0.512329,0.359307546
7674,31462,[28685] HAO LE-RAN (2024),samp. 14H36-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / KUANPING UNIT,NANZHAO PLUTON,33.5,33.5,112.3,112.4,subaerial,,,DIORITE QUARTZ,,,,,missing,14H36-05,,,,primary,27.75,,,,858.92,329.35,,,,1122.95,2747.5,289.44,1196.16,177.42,31.27,114.63,13.4,63.8,11.3,28.47,3.87,25.26,3.53,5.72,,66.2,10.4,,0.512173,0.438112817
7675,31463,[28685] HAO LE-RAN (2024),samp. 14H36-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / KUANPING UNIT,NANZHAO PLUTON,33.5,33.5,112.3,112.4,subaerial,,,DIORITE QUARTZ,,,,,missing,14H36-06,,,,primary,24.04,,,0.15,847.96,386.46,,,,794.46,2161.58,255.84,1122.9,191.78,35.29,128.48,14.81,72.85,13.3,32.24,4.4,27.81,4.09,6.21,,69.25,10.51,,0.512252,0.42429912
7676,31464,[28685] HAO LE-RAN (2024),samp. 14H36-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / KUANPING UNIT,NANZHAO PLUTON,33.5,33.5,112.3,112.4,subaerial,,,DIORITE QUARTZ,,,,,missing,14H36-07,,,,primary,25.85,,,,870.37,310.13,,,,924.83,2317.89,252.99,1046.56,167.14,30.19,109.24,12.36,60.32,10.82,26.28,3.64,22.2,3.03,6.38,,8,9.16,,0.512183,0.457297556
7677,31465,[28685] HAO LE-RAN (2024),samp. 14H36-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / KUANPING UNIT,NANZHAO PLUTON,33.5,33.5,112.3,112.4,subaerial,,,DIORITE QUARTZ,,,,,missing,14H36-08,,,,primary,28.42,,,,856.91,299.31,,,,944.17,2369.86,256.07,1057.33,159.07,29.6,102.54,11.59,56.12,10.33,24.86,3.15,20.74,3.19,5.46,,62.5,9.35,,0.512246,0.489623118
7678,31466,[28685] HAO LE-RAN (2024),samp. 14H36-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / KUANPING UNIT,NANZHAO PLUTON,33.5,33.5,112.3,112.4,subaerial,,,DIORITE QUARTZ,,,,,missing,14H36-09,,,,primary,25.53,,,0.11,800.3,395.8,,,,791.61,2115.49,246.29,1068.51,185.32,34.92,122.73,14.38,72.17,13.1,32.89,4.49,28.63,4.23,5.54,,62.04,9.5,,0.512305,0.447115795
7679,31467,[28685] HAO LE-RAN (2024),samp. 14H36-1,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - PALEOZOIC / CHINA - PALEOZOIC / SHANXI PROVINCE / KUANPING UNIT,NANZHAO PLUTON,33.5,33.5,112.3,112.4,subaerial,,,DIORITE QUARTZ,,,,,missing,14H36-10,,,,primary,21.68,,,,795.77,341.54,,,,602.77,1555.13,205.05,908.64,159.25,31.3,111.21,12.92,64.43,11.98,29.64,3.99,25.38,3.62,5.91,,63.02,10.61,,0.512228,0.477109906
7680,31711,[28687] SHI RUIZHE (2024),samp. QJG129-3,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET,QIONGJIAGANG PEGMATITE-TYPE LI DEPOSIT,28.2161,28.2303,86.5494,86.58,subaerial,,,GRANITE TOURMALINE-MUSCOVITE,,,,,missing,QJG129-3-1,,,,primary,,,14.45257697,0.17996765,137.708801,1923.095293,,6.95E-02,,378.7806794,987.556022,154.4507818,694.6888879,237.0033973,18.86181849,306.3076657,62.84999511,374.2145657,66.10808459,172.1314162,20.55421098,136.8328221,18.05052516,,,,,,,0.085566953
7681,31712,[28687] SHI RUIZHE (2024),samp. QJG129-3,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET,QIONGJIAGANG PEGMATITE-TYPE LI DEPOSIT,28.2161,28.2303,86.5494,86.58,subaerial,,,GRANITE TOURMALINE-MUSCOVITE,,,,,missing,QJG129-3-3,,,,primary,3.07E-02,,17.56509965,0.706804943,108.6297833,1967.778575,132.3666918,,0.794566759,338.5032691,981.0431311,140.9349996,612.6054955,241.8401174,15.2034955,319.964286,63.89733564,362.7179854,67.54154756,165.5226963,21.70891763,132.2339605,17.83285535,,,,,,,0.06536352
7682,31713,[28687] SHI RUIZHE (2024),samp. QJG129-3,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET,QIONGJIAGANG PEGMATITE-TYPE LI DEPOSIT,28.2161,28.2303,86.5494,86.58,subaerial,,,GRANITE TOURMALINE-MUSCOVITE,,,,,missing,QJG129-3-4,,,,primary,,,20.4477121,1.91E-02,139.1658802,2074.299934,2.291466191,,0.181989728,371.2606657,1047.65716,155.629322,716.7128148,264.8792418,19.18765256,351.9638299,67.12204773,388.827656,74.07795312,179.0598228,24.40733814,144.9489003,19.02865925,,,,,,,0.071656816
7683,31714,[28687] SHI RUIZHE (2024),samp. QJG129-3,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET,QIONGJIAGANG PEGMATITE-TYPE LI DEPOSIT,28.2161,28.2303,86.5494,86.58,subaerial,,,GRANITE TOURMALINE-MUSCOVITE,,,,,missing,QJG129-3-5,,,,primary,8.41E-03,,16.29086708,0.274415162,133.7160896,1938.74769,,2.73E-02,0.33471393,346.7076791,959.2999929,142.6714897,594.9169495,259.3910464,16.63352441,331.432736,64.77990428,369.1620394,66.98964385,153.2972615,20.88186921,134.8531237,17.28998648,,,,,,,0.066660573
7684,31715,[28687] SHI RUIZHE (2024),samp. QJG129-3,INTRAPLATE VOLCANICS,CENTRAL ASIAN FOLDBELT - CENOZOIC/QUATERNARY / CHINA - CENOZOIC/QUATERNARY / TIBET,QIONGJIAGANG PEGMATITE-TYPE LI DEPOSIT,28.2161,28.2303,86.5494,86.58,subaerial,,,GRANITE TOURMALINE-MUSCOVITE,,,,,missing,QJG129-3-6,,,,primary,1.30E-02,,19.71269162,3.62E-02,120.7751821,2019.612303,7.08E-02,,0.838480059,321.4744348,939.4631012,133.9056891,627.9108561,242.4885744,16.3360997,325.7347689,64.06430738,369.1559382,64.47742576,163.3072863,23.12891354,127.33408,16.58969727,,,,,,,0.06889636
